date,temp_max_C,temp_max_C_lower80,temp_max_C_upper80,temp_min_C,temp_min_C_lower80,temp_min_C_upper80,precip_mm,precip_mm_lower80,precip_mm_upper80,rel_humidity_pct,rel_humidity_pct_lower80,rel_humidity_pct_upper80,sun_hours,sun_hours_lower80,sun_hours_upper80
2025-08-01,21.06510377202063,20.083589679802888,22.046617864238375,12.821302909616547,12.101071472061903,13.54153434717119,274.1195173809683,200.6530824798141,347.58595228212255,77.40483853691079,69.5361261680416,85.27355090577997,4.196732587580762,2.766146655387928,5.6273185197735955
2025-09-01,21.942380909382432,20.813396667782545,23.07136515098232,12.339642262263839,11.502635969375582,13.176648555152095,196.25476425979787,114.13463511032744,278.3748934092683,73.08568388622325,64.77578331314729,81.39558445929922,5.0104652608528255,3.5231779730457173,6.497752548659934
2025-10-01,23.3127913454003,22.13636228962419,24.489220401176407,11.834800420215283,10.916488184981404,12.753112655449161,30.817310163165807,-53.77704035732328,115.4116606836549,56.82866347876984,48.469414739266995,65.18791221827269,8.147018807077531,6.655241988097178,9.638795626057885
2025-11-01,23.52613718067294,22.333697847999662,24.718576513346218,10.061705877227297,9.084308286415155,11.039103468039439,9.069421912473015,-76.26858877277758,94.40743259772361,52.857980992923466,44.493200169867514,61.22276181597942,9.45464488282527,7.962507126385072,10.94678263926547
2025-12-01,23.595409105230868,22.39807904911327,24.792739161348464,9.42938944362491,8.408011334726378,10.450767552523441,0.9499278974595686,-84.61459854200373,86.51445433692288,51.07473123187359,42.71051289860333,59.43894956514386,9.806915779722326,8.314766301382262,11.29906525806239
2026-01-01,24.232137082341726,23.035266683698055,25.429007480985398,9.881611549636883,8.827011207195575,10.936211892078191,0.9894624513774445,-84.6437704490049,86.6226953517598,48.77618928824727,40.4224680987536,57.129910477740935,9.617282841377053,8.125348329608055,11.10921735314605
2026-02-01,25.345406878340192,24.147989648252647,26.542824108427737,11.278946331355833,10.199042725732044,12.358849936979622,22.4567474635256,-63.19657590697217,108.11007083402338,48.54690969791988,40.193187346955966,56.90063204888379,8.955078877599325,7.463144176636973,10.447013578561677
2026-03-01,25.464856028147498,24.267252151751777,26.66245990454322,12.708893784118825,11.609539394224152,13.808248174013498,68.12527048294389,-17.168423411288273,153.41896437717605,53.17128749876504,44.817566119327246,61.52500887820283,7.421382544756401,5.929447828714591,8.913317260798213
2026-04-01,25.30520062623535,24.1075321816376,26.502869070833103,13.1152093573319,12.000827214904431,14.229591499759367,106.19376431008003,21.01065789065052,191.37687072950953,60.20373844076926,51.85001735135181,68.5574595301867,6.867524380496859,5.375589663260263,8.359459097733454
2026-05-01,25.453934760441744,24.25624425841723,26.651625262466258,13.436458442693239,12.310422579864824,14.562494305521653,85.14267322172645,-0.0065092426763015965,170.29185568612922,58.62298421522536,50.26926318577287,66.97670524467785,7.7159999531377865,6.224065235807264,9.207934670468308
